id,Idade,Genero,Cor/raca/etnia,PCD,Faixa_idade,experiencia_profissional_prejudicada,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,Qual_sua_situação_atual_de_trabalho,vive_no_brasil,uf_onde_mora,Regiao_onde_mora,Nivel_de_Ensino,Cargo_Atual,Nivel,Faixa_salarial
1c56ua7ymuynqpr1c5zdap8g6wqbln93,28,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
1c78wjlqt11tx0di751c78wxk3k353co,48,Feminino,Branca,Não,45-49,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês
1cefkbevzlncl4o0a1z1cefkbr4yziq5,44,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês
1cil9ui4oqqxbqyf8m1cil9yrs2faa0d,28,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Somente Estudante (graduação),1,ES,Sudeste,Estudante de Graduação,,,
1cjkgi9jv6i12fgn1f71cjkgi9uff76z,30,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Doutorado ou Phd,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1cvdowb6yipk7a1cvdojvmnkjlhtfebp,49,Masculino,Parda,Não,45-49,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Trabalho na área Acadêmica/Pesquisador,1,SE,Nordeste,Mestrado,,,
1dj9jqkit77mgg2xpj1dj97iwg1vlgdb,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês
1ejjjwcch2gjr521ejjl8caxiklpk60r,22,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Estagiário,1,PI,Nordeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
1eo61abl73ghvnkmj00y1eo61hon5rta,33,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RS,Sul,Pós-graduação,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1exwsodnxyudw0ym67h2111exwsodn7z,28,Masculino,Amarela,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1ez0klrrhcs30in3zu1ez0kl9deqwilh,28,Masculino,Branca,Não,25-29,,,,,,"Desempregado, buscando recolocação",1,BA,Nordeste,Pós-graduação,,,
1fksk09n0tu0l6h8yl4h1fksk095xb1b,31,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês
1fsoff7bwgy2alhegs1fsoaktr45kqe4,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,DF,Centro-oeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1ftlcrww87ofagr5xu1ftlmm51jbd1ek,27,Masculino,Branca,Não,25-29,,,,,,Estagiário,1,RJ,Sudeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
1fz1hczj0y3p6akj1fz1e4ouef72j0ip,36,Feminino,Parda,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 30.001/mês a R$ 40.000/mês
1gbxnr87nrmzir1gb1naobr2o4v0yeuc,24,Feminino,Preta,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
1go9wuzo7jjcd11go9l27u0g2d4sn0ba,26,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1gyuand5och71g7fyp7tzfyxt4k511vw,48,Masculino,Parda,Não,45-49,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês
1hdrb5ttn4dfnqzn1hdrbru8ycclp31s,20,Masculino,Branca,Não,17-21,,,,,,Empregado (CLT),1,RS,Sul,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
1hjllifyz30bty9ifyzxau1hjllifyaz,55,Masculino,Amarela,Não,55+,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Doutorado ou Phd,,,de R$ 20.001/mês a R$ 25.000/mês
1hk8n3npn6u33nvk971hk8n3c565bmwf,31,Masculino,Preta,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,DF,Centro-oeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
1hpefgywviw2i1k51hpefgyp1naqo4yj,29,Masculino,Branca,Não,25-29,,,,,,"Desempregado, buscando recolocação",1,SP,Sudeste,Não tenho graduação formal,,,
1hy19fbspo2n1hy1od9uxdgq4744p5b2,32,Masculino,Branca,Não,30-34,,,,,,"Desempregado, buscando recolocação",1,SP,Sudeste,Doutorado ou Phd,,,
1in3i7hatwxjuecc1in3u1cqzryytfow,40,Masculino,Preta,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
1ixweauzga7lmtgvwrg2gr1ixwq7wrj7,30,Masculino,Branca,Não,30-34,,,,,,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,PR,Sul,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês
1j2b248m9vanhbnw1331j2b2jtavuq2v,32,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Servidor Público,1,PB,Nordeste,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
1jamvzms8xcx8fm9n1jamvznsxd154w7,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SC,Sul,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês
1jjv75o1mhc275hjj1jjv75tc4zv4aqn,25,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
1juqnnq8w5g1juq25h20elmadyv519wl,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1jxrb8ef5dgwk671jxrb8ef4i0szuq6x,30,Feminino,Branca,Prefiro não informar,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês
1jy36lr1prftdq0l8ifh1jy36j18th0b,29,Feminino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
1k16swpfwk5n98lsl1k16s83ns3t57cm,37,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
1k514djqv04g91bn6yb1k514dm45saug,19,Masculino,Branca,Não,17-21,,,,,,Estagiário,1,SP,Sudeste,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês
1kao3kwijojmie1kao3kyw938oh6794o,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,PB,Nordeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1kcmfwvhhzusgajn2zr1kcmfwv9cmtu2,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PR,Sul,Estudante de Graduação,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
1khu5zghbxlzs41enjf1khu5zlt6q3z4,33,Feminino,Amarela,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),0,,,Mestrado,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1kjbcctset02lzji9b6v1kjbcq2c4rcf,35,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1kuwp2b3gibtwbbg41a1kuoqpsvft9l9,38,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,ES,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1kzvnze4z6503kbeq1kzo5p8zb20muq7,32,Masculino,Outra,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês
1l546sl2qyr21wm8jjh2hd1l546smwar,28,Masculino,Branca,Não,25-29,,,,,,"Desempregado, buscando recolocação",1,SP,Sudeste,Não tenho graduação formal,,,
1mjwa49a3mvroi8p1mjwgxumf37stfvg,30,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RS,Sul,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês
1mu7g1p2w1gbvjk1muha0e6nruburfor,24,Feminino,Preta,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,Empregado (CLT),1,SC,Sul,Mestrado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 4.001/mês a R$ 6.000/mês
1mz9sw1dltmei77j0i1mtkz0oghyuaa1,31,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1n3ts0dsvfhbzzp1n3s7r3bya0sv050k,31,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
1nbi1gijbln24ntm1nbi19wkxnp2z7y8,28,Masculino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,RN,Nordeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês
1ncfgwpi2xfllzxmye4u8ta71ncfgw18,32,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
1nmrjqcdg2rk07d4ucbaz1nmrjqcdxu1,31,Feminino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
1o4zdyda1ud5g2xdkczn1o4zdydqxqo8,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
1o96jf7dan00vd69m1o9nychssyktrmj,31,Feminino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,Empregado (CLT),1,PR,Sul,Doutorado ou Phd,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 4.001/mês a R$ 6.000/mês
1oe4tm9lig95nxa1oecz9yzg37ygtm98,33,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
1ogf8n4avyhrbrhg8e1ogf8n4cbbbz0x,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MG,Sudeste,Estudante de Graduação,,,de R$ 16.001/mês a R$ 20.000/mês
1opopzw3qk4cs221opopzykxayt5rybh,32,Masculino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Doutorado ou Phd,,,de R$ 20.001/mês a R$ 25.000/mês
1otlcdg1x913smcve7s41otlcdozbmfe,47,Masculino,Branca,Não,45-49,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1ov8v6439it6tfn6c71ov8v64vfmt78h,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de BI/BI Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês
1oxkwd8njvomlv7es1oxkwrkppfrbpw1,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,,,de R$ 30.001/mês a R$ 40.000/mês
1p3bp5w871n1p342djoevd5p3pp8lqq5,41,Masculino,Preta,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 20.001/mês a R$ 25.000/mês
1p665pu04mcxhajkr1p66935r9bmijl5,33,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
1pfaacuejf5x81pajv9shsciur46l5rv,23,Masculino,Branca,Não,22-24,,,,,,Estagiário,1,SP,Sudeste,Estudante de Graduação,Estatístico,Júnior,de R$ 1.001/mês a R$ 2.000/mês
1pi0xbzfk7ftd19122yg1pi0xb9pq856,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
1pp6xvbufvhsom5vzl31pp6xvq4p1jnu,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1pzbrkrlc1wyaipjm1pzbrkrt5qlxyhy,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1q4kta9wksua5f9lp6ms1q4kta1dw4t8,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RS,Sul,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
1qfmx17eszstg2dn741qfmtkechwvnja,34,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
1rgah0yqmoh6y9km1rga5j5guxd7hzuf,29,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SE,Nordeste,Mestrado,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
1rw5ornqpc716ikkr2br11rw5ornh43e,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1s1lyz6kdu1ukc41s18fml0xicbrc9l0,40,Masculino,Branca,Não,40-44,,,,,,"Desempregado, buscando recolocação",1,SP,Sudeste,Pós-graduação,,,
1s4bfgk6oa1a24xwu0o63s9ab1s4bfgk,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RS,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês
1scauwwcbcm7e2hybl1scauwwpdyl1q8,26,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
1sql14ykwoqnrqb1sqjxtaw96mma6ejx,34,Masculino,Branca,Não,30-34,,,,,,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,BA,Nordeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Sênior,Acima de R$ 40.001/mês
1st95j5f3dayu2z7vcgq1s1st95joecs,40,Masculino,Parda,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
1sv9f4m6qjuiz1z4a6941sv9f62nckws,38,Masculino,Branca,Não,35-39,,,,,,Empreendedor ou Empregado (CNPJ),1,CE,Nordeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês
1synl4koqv7nw9jp9xj1e1synl4koz1e,29,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 12.001/mês a R$ 16.000/mês
1t29wucp9kxqccl1hho82ik9h8tjmhi9,25,Feminino,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Servidor Público,1,GO,Centro-oeste,Mestrado,Outra Opção,Pleno,de R$ 6.001/mês a R$ 8.000/mês
1tbjeqyxcb8in9aoofm1tbjeqe7qhjsl,26,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês
1tdjws9xptef31tdm1d1kxhnf46wweze,23,Feminino,Parda,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,PA,Norte,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
1th9uptbdd29e4gx4us31th9ulkpwl27,43,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SC,Sul,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1ubccfh8fhx4uh4ymak6pc1ubccfg6sk,37,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês
1vngka6qvjav2mv8dcd61vngkapi54nc,31,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês
1vq1kdtdkc5hlku05awxf1vq1kd7ugp9,39,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,BA,Nordeste,Pós-graduação,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
1wg7v0o7vu0mm4mvg1wg4jxmohz7z6ej,37,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
1xc040p4ike2f176s1xc040ab1a3vu9r,69,Masculino,Branca,Não,55+,,,,,,Empregado (CLT),1,SP,Sudeste,Doutorado ou Phd,Professor/Pesquisador,Sênior,de R$ 20.001/mês a R$ 25.000/mês
1xgwka8p6zsss0krrsmpi4b1xgwka8m5,37,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,DF,Centro-oeste,Estudante de Graduação,Analytics Engineer,Pleno,de R$ 12.001/mês a R$ 16.000/mês
1xqvtlu78qox274r29vj1xqvtldoen39,27,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 3.001/mês a R$ 4.000/mês
1xte9idr5o14ouli1xte9iioqw664dxy,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês
1y9f7ammii1165je1y92szmpujr1zia0,35,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1ycfmqxl1azr4shspbvnu1ycfmqxlx8v,32,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,PE,Nordeste,Estudante de Graduação,,,
1ygwdvahw3uhzit01ygwd0h3g7ky5d11,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,GO,Centro-oeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 3.001/mês a R$ 4.000/mês
1yhe4tn91cbr5gsn0xcav1yhe4oi9hua,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
1ykx15p0swb0zq4lfpydw1ykx192ats1,34,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,ES,Sudeste,Mestrado,,,de R$ 30.001/mês a R$ 40.000/mês
1ym42evpf3kt371ymvcalkvbcil4y5ku,41,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,RS,Sul,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês
1yupbqb7lh2tkrosyj1yuq9z4q1c7s9k,39,Masculino,Amarela,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês
1zhotax6o47clqyai5001zhotax6i51n,36,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês
20a4osktc9echnd7ic1hq20a4osksp7s,34,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PB,Nordeste,Pós-graduação,Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês
20iwrnm2s5m352v7j220i6dsxma69riq,28,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
20lckymovsednj4720lck7o1f9co1z5t,42,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Mestrado,DBA/Administrador de Banco de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês
20ml24zr62pf4z38beg8txb20ml24zbk,23,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,BA,Nordeste,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
