id,Idade,Genero,Cor/raca/etnia,PCD,Faixa_idade,experiencia_profissional_prejudicada,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,Qual_sua_situação_atual_de_trabalho,vive_no_brasil,uf_onde_mora,Regiao_onde_mora,Nivel_de_Ensino,Cargo_Atual,Nivel,Faixa_salarial
0mp2dsmps10vyxahto0mp2ddj4kdfc2s,24,Feminino,Branca,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Estagiário,1,SP,Sudeste,Estudante de Graduação,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
0nqzg51pf95l5p55kx0nqznnxpxb3upo,35,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês
0nzwxa69m49bv180hk4fhb0nzwxaznfv,26,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,CE,Nordeste,Pós-graduação,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0oggobdknd16s8sog3ln4ic0oggobmt1,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0ojds5de5ah8vwrpmklt0ojds5dz95kx,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês
0on1x4pk2etlhgwbdf0on1x4pb0vfe3a,19,Masculino,Branca,Não,17-21,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
0onjh42eak1akktm7coy0onjho00ittt,28,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Desempregado, buscando recolocação",1,MG,Sudeste,Graduação/Bacharelado,,,
0ovocc0chi8jo3q0ovocvj6qmljwtloh,42,Feminino,Branca,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0owmod4o9zby3ho0owkck31v0w2q45bc,45,Masculino,Branca,Não,45-49,,,,,,Servidor Público,1,SC,Sul,Pós-graduação,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês
0p2u2nceqzym6fssl92n180p2u2n4uss,30,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Mestrado,,,de R$ 20.001/mês a R$ 25.000/mês
0pg37xsvnaoyqvibr0pg378z2eg4lpcz,28,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0piaidcw03f691i4cdc0piaid7bp0tpd,25,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0porhlvirmnbqihbq0f0porhli93zl7v,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SC,Sul,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0q472yy1a4ua38hg0q42byo044ngq1sb,29,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês
0qhsqn12j7yapjr3ny0qhsqnfkqqygsm,24,Feminino,Parda,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
0qio4frn8vyn5lyoev0qio4uhal1fitk,32,Masculino,Preta,Sim,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
0r46flon90jl4hvi0r46flwm5jfomrq3,41,Feminino,Parda,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês
0rchsejnsxoklvzbq790rchsejne0bpi,33,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
0rcm0gxoact3bzh06knd13ubjeo64v14,37,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,RS,Sul,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0rjkvzh2lso0ry6omu8uk030mxjr0q6f,31,Feminino,Branca,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RS,Sul,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
0rvvo787yq3mthe5ga0rvvh4rbm4u4gc,26,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,ES,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0rzo8uhs2710bhyk0rzo8up4313jz70o,30,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
0s15dzpqa7lus1ast0s1578mskf2illz,31,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
0s7x7lc2foi894m6pogxa0s7x7ltfytz,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PR,Sul,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
0saxujz921fw22ii6pq0saxff4o4ykqm,26,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Estagiário,1,PI,Nordeste,Estudante de Graduação,Estatístico,Júnior,de R$ 1.001/mês a R$ 2.000/mês
0sb17993f17dly32q0sb17m6cgr8m8fg,50,Masculino,Branca,Não,50-54,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Pós-graduação,,,Acima de R$ 40.001/mês
0sg4y3cvdcrbe0sgrq7glk1l8ky7rrq7,37,Masculino,Branca,Não,35-39,,,,,,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,0,,,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 16.001/mês a R$ 20.000/mês
0sw1v2544zjyapntd00sw6qtn1mommv9,36,Masculino,Parda,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
0t14vkhnpaohc7nvnli0t14lryhv5mz3,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,ES,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
0t33h6p5dhvgrz7e2vr0t33h6pxixdye,50,Feminino,Parda,Não,50-54,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,MG,Sudeste,Graduação/Bacharelado,,,
0tcnmlmc7ue14l3fz6im8tb20tcnmlmc,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Não tenho graduação formal,,,de R$ 16.001/mês a R$ 20.000/mês
0tdknv0eelzci9e0jl1z5j0tdknft4xm,27,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Desempregado, buscando recolocação",0,,,Estudante de Graduação,,,
0tfplcdk2bzhdl40tfplcfu3vgiv4k4x,29,Masculino,Preta,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,ES,Sudeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês
0tx7atz5i766r431a00v0tx7atz7xanx,38,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Sênior,de R$ 25.001/mês a R$ 30.000/mês
0u56ftri7si1mms0u56foo9gircbx9mq,42,Feminino,Branca,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês
0u70ebhsoogwg3qdnb20u7kldlweuu0x,30,Masculino,Preta,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0u8dg2d8bx62ivly0u8dor091dix01of,25,Masculino,Branca,Não,25-29,,,,,,Somente Estudante (graduação),1,RS,Sul,Estudante de Graduação,,,
0u9ldjdnpdo5ajqnplj9khr0u9ldjdnv,24,Masculino,Branca,Não,22-24,,,,,,Empregado (CLT),1,MG,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
0ueqxxqa5mevx9duao0ueqxxq0ulfwgw,27,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês
0ug15cqzpnzj5gms1zvag0ug15cn7cev,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
0uouqjo6urvaxld80uouqvcm2jmmxov2,35,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,RJ,Sudeste,Pós-graduação,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês
0uu3nbepriafwglatf0uu3nacwlxd4cq,27,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês
0uvu1sve8rza2llcm8uvwt0uvu1ss9et,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PB,Nordeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês
0v1mo9fgrmkv7bl0v1m5jz71imbv4mkb,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RS,Sul,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0vfvke194lwuj970vfv96lxbl2447ai4,42,Masculino,Parda,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês
0w0cx6th9989gcfjxxvpjr50w0cx6osv,41,Masculino,Branca,Não,40-44,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Pós-graduação,,,de R$ 30.001/mês a R$ 40.000/mês
0w1a415gtbb7rn1f94fg0w1a41lfh6zg,38,Masculino,Amarela,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0wdf4wluf18nbjw0wdfkifzzt327p0h0,29,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0wnabz1pd1i2skai960w2due9g3hw4t7,27,Feminino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,Estagiário,1,SP,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
0xic84omxpd7ptjgan0xic84o5sn3174,25,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,ES,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
0xqcwc3bly5khkbd0xqcd3nmpmgdu93o,43,Masculino,Branca,Não,40-44,,,,,,Servidor Público,1,RS,Sul,Pós-graduação,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
0xxbaszfifvkoirez0xxbagbvlpl5ikp,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
0xydkaoabyz42pr87cv0xydkb2rxr2o8,25,Masculino,Branca,Não,25-29,,,,,,Estagiário,1,CE,Nordeste,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês
0yuwrhed0dsnrkdgy5n0yuwrhdx09xly,45,Masculino,Preta,Não,45-49,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,0,,,Mestrado,,,de R$ 30.001/mês a R$ 40.000/mês
0zr4jo7c2j6hk60zr5ka7i9gysbve324,31,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
0zutq4iuaabxdj4q77fe0zutq4pw7zd6,27,Masculino,Amarela,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
1041gdt9zsprkuhskoh1041gdf2lyrcu,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
108oba89pnj2vj13wc108oba8dwaloha,25,Masculino,Branca,Não,25-29,,,,,,"Desempregado, buscando recolocação",1,PR,Sul,Graduação/Bacharelado,,,
1090quptpl5ltqvdun1090oc8ei3abyj,28,Masculino,Branca,Não,25-29,,,,,,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,CE,Nordeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês
10aklxjm370kfjsh19k10aklxmhmdj18,31,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês
10cadv3wxu1tjhhijcmv10cadv31hon9,22,Masculino,Branca,Não,22-24,,,,,,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês
10cxvir35zl4k2ok310cxvrssym5ibl8,26,Masculino,Branca,Não,25-29,,,,,,Somente Estudante (pós-graduação),1,PR,Sul,Pós-graduação,,,
10dnjhmee38ptlv5hqa10dnjhphm8qz3,30,Masculino,Preta,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
10e2hm1phj9fnex6h41o10e2hm1g31wu,23,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês
10xdbt4r9gktvzbqrmwd10xdbt4wled2,38,Masculino,Preta,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês
116s5nak5kqnsbwcdk116s5nkb74bm0z,35,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,BA,Nordeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês
1198xepjqbuirv11fxa1r1z580rjapef,27,Feminino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês
11spvbrxdvg5xs6ed5270011spvbtlhr,29,Masculino,Preta,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,PI,Nordeste,Mestrado,,,
11udubqs3zeo7tn4w1j11udubnwdqfzb,43,Masculino,Parda,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Servidor Público,1,MS,Centro-oeste,Mestrado,Outras Engenharias (não inclui dev),Pleno,de R$ 6.001/mês a R$ 8.000/mês
11xquwcmiftv3nll3vgfo11xqur6q9bl,29,Masculino,Branca,Não,25-29,,,,,,Servidor Público,1,RJ,Sudeste,Mestrado,Outras Engenharias (não inclui dev),Júnior,de R$ 8.001/mês a R$ 12.000/mês
126yz6b1bsew48gpk5126yz6biautykg,23,Masculino,Preta,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,AL,Nordeste,Não tenho graduação formal,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês
12jswjlwmvnidm7812jspqw3wds7xk28,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
12q6hrvkx5qek0bx3t12q6hkcu93gdcu,39,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,ES,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
12zfxl4ggmd69z6uhift12zfxl4yuxrq,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SC,Sul,Pós-graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
139a9b9k3i4qexcsz139a9b9gqnrhjjm,34,Masculino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,1.0,1.0,1.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
13b86zuxsf6u17ssqxhp13b86z05aoz8,31,Masculino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,RJ,Sudeste,Pós-graduação,Analista de Suporte/Analista Técnico,Sênior,de R$ 8.001/mês a R$ 12.000/mês
13zpaoxakvy6cslxkzk13zpc3o00g0w9,26,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
13zxa6szv61zft5wcf13zxa6szx094cx,33,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Desempregado, buscando recolocação",1,PE,Nordeste,Doutorado ou Phd,,,
143kovv42rj143ko4i6qxokr97wxxq8w,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
149vacrvzcpxtsjj1aj8v2ti149vacrv,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RS,Sul,Doutorado ou Phd,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
14o1sjfwr21125mb39v14o1sj5gipig0,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SC,Sul,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
14o6uo0ipq94b25714ocmfj81uo5bx13,39,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 12.001/mês a R$ 16.000/mês
14taj3sil040z409ab14taj18aqwflw2,28,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 6.001/mês a R$ 8.000/mês
150n2wvf0ynssn3lolep150n2wvfwppi,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SC,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
15sf3jss4mcvp8pywzv515sf3j2ew5jk,36,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Mestrado,,,de R$ 25.001/mês a R$ 30.000/mês
15sjomi7artoobet15sj5jeffud0ra0y,31,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Pós-graduação,Cientista de Dados/Data Scientist,Pleno,de R$ 2.001/mês a R$ 3.000/mês
16ds4kue2s2iwqamfxqv16ds4ue32z6b,24,Feminino,Parda,Não,22-24,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Estagiário,1,PB,Nordeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
