id,Idade,Faixa idade,Genero,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Estado onde mora,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação,Cargo Atual,Nivel,Faixa salarial
tmemr98ddcmyu4dz7wtmemrrbu887thw,47.0,45-49,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
tm48gcdq3at8mpbtmw7fonuwdngqxya5,48.0,45-49,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outra opção,,,de R$ 8.001/mês a R$ 12.000/mês
tm3j7cpklhpao87w5tm3j77s5b9uuy54,30.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Outras Engenharias,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês
tlwpqnlscvvgyvg1bctlwpqnlsi1fzwm,54.0,50-54,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Outra opção,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês
tl8ijq847csjgs3rtl8ij4cnpnjw0zl0,36.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 25.001/mês a R$ 30.000/mês
tktr4b5qtgkusj3w3k48utktrqua9qzc,33.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
tjvd4zza4fulxslk8tjvd5728c4pfsy6,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
tjuojt216xvhlk0hbttjuojx2qkysqhc,35.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
tjpefaf7pf3lo08oir06rlstjpefasma,22.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
tjlwy4hg8byycp5zm66tjlwy4gid6b2n,23.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
tjfng69d1k2ij6oia2gtjfng697sbio0,24.0,22-24,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês
tj1v8b91i70usc53tj1vdobap3tcsore,29.0,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
tiasaxdjh83adjt7jttiashl9180ppfd,30.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês
ti1nihcyuuel3oacgti1nc23jeneoxpz,26.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Distrito Federal (DF),DF,Centro-oeste,Mestrado,Outras Engenharias,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês
thykbhvg0ypjy4l4q1786qthykbhv9bg,29.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Não tenho graduação formal,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
thhy7uep2tgbfhz6avw7thhy79g30z1n,36.0,35-39,Feminino,Indígena,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Oportunidades de progressão de carreira,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outra opção,,,
th7yf9atyk0celb9qgxd02th7yf9ag0o,33.0,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",True,Paraná (PR),PR,Sul,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês
tg8ttya3pukjulnatg8ttob9hpgt2w0b,29.0,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Química / Física,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
tg8lafx5igtasoeryf8btg8l2arvzlyw,35.0,35-39,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Sergipe (SE),SE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
tfsbh83zoou7xf9xtfszimqic3yqsfcc,30.0,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Oportunidades de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas",True,Rio de Janeiro (RJ),RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
tfjc94w037yqb5mwtfjc9358clrlscr4,40.0,40-44,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
tep9clewxrzfrgtep9cwez8d9shes90i,27.0,25-29,Masculino,Branca,Não,,,False,,,,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
teo4b9m50y14rayrfvrtmteo4b931e9c,35.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 20.001/mês a R$ 25.000/mês
tehv2bx2ncllr33xitehv2bk3yyxvbhc,50.0,50-54,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 25.001/mês a R$ 30.000/mês
tegadvsk3j28bgry0ts4tegadvskudat,36.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
te7bmzpz5keq0df6x6fte7bm7sma7vdz,31.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,de R$ 12.001/mês a R$ 16.000/mês
tdhctvnutn1l2xtdhctishhy0litu0ut,33.0,30-34,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
td6xuofb3d1iixtc91jtd6kv0i75uxco,29.0,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
td5jundkhr5rbitmdikjytptd5junb17,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
td46hcq29tgt0n2uqtd46hy907djcsan,36.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Mestrado,Ciências Sociais,,,
tct8ovu7cl75sctct8ov1whz46qq8el5,37.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 20.001/mês a R$ 25.000/mês
tcrse49snwqkm476fvtcrseazthg1l8b,24.0,22-24,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês
tcoudefix7xo3zdtcoudebw1kmbyerr3,42.0,40-44,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,de R$ 16.001/mês a R$ 20.000/mês
tbmf0vc6busymftbmrosobdg3p932rvo,24.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Mestrado,Química / Física,Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês
tbhcuoo5n8igzwr72ptbhcu4iqgfxh9d,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
tbetx0kvuytmjn249tbetxu3np40wzlr,39.0,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Espírito Santo (ES),ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
tb4mvwv4fvm1bks29engtb4mvwcb93ox,31.0,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
tati1aslp3msgtatiur0rwq6m9ei8jzu,25.0,25-29,Masculino,Branca,Não,,,True,Ceará (CE),CE,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de BI/BI Analyst,Júnior,Menos de R$ 1.000/mês
taidb3f3z0h86rmm14zctaidpivb5d00,34.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Não tenho graduação formal,,,,de R$ 25.001/mês a R$ 30.000/mês
ta15ojegfn447d2ipta15m2pma9lbbij,31.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês
t9pie7ef5bigfc5s1t9pie2b42dgjkxu,28.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Marketing,Pleno,de R$ 2.001/mês a R$ 3.000/mês
t9butbamw9xgdqrkfpmst9butbamsjb1,29.0,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho",True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
t96i3q9oenmszzint96i3q79ewbha770,52.0,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Outras Engenharias,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês
t8zqzowk7icds34qn41wst8zqzot7nul,24.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,False,,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês
t8mvrldy8kly2rn1g3lwt8f2w9a8tvwz,36.0,35-39,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estatístico,Júnior,de R$ 2.001/mês a R$ 3.000/mês
t8an35n070cojkr9gwit8an39vy1yaaa,38.0,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
t7z36tt9qynessfat7z3f0xl8ewhokfa,34.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Quantidade de oportunidades de emprego/vagas recebidas,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção,Sênior,de R$ 6.001/mês a R$ 8.000/mês
t7yjz41e454c214vtt7yjzdiu1qv95ue,23.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
t7a3f4l3mnsa4tit7a8zxz4qlerh51l4,,55+,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
t76udn4gncedvrhpwit76vdcuceksfjh,30.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
t6qxolv3ul73b25rort6qxohegpnbbzb,31.0,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
t6803jmlm2qnxaq53l7t6803a4vxintk,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
t5v2nfe6by2lg0tt5v2nfqudv5d2jmbc,30.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",True,Santa Catarina (SC),SC,Sul,Pós-graduação,Outras Engenharias,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês
t5sjjrc9zpgut5sjuyn8ok5rkn0rscjz,24.0,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês
t50wrk80b2oo4dvk9vvt50wrkwwhz8r2,35.0,35-39,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,,,
t4py70imke0h1l3nct4py75oy66ih1qc,25.0,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Atenção dada pelas pessoas diante das minhas opiniões e ideias,True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
t4mfzymuq7mrqvxlqt4mflv83hsdr39j,28.0,25-29,Masculino,Parda,Não,,,True,Goiás (GO),GO,Centro-oeste,Graduação/Bacharelado,Outra opção,Analista de Suporte/Analista Técnico,Júnior,de R$ 3.001/mês a R$ 4.000/mês
t4j1hovnog8r1b61mt4j1ho5qflopknf,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 6.001/mês a R$ 8.000/mês
t47k0refih2bi5klkt47k0rxq9if0txe,25.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Paraná (PR),PR,Sul,Pós-graduação,Outras Engenharias,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
t474tgte0f1mc9t474tgxehxfnazuxc6,32.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
t3xogpuarchyrficgiet3xogfw0139sz,33.0,30-34,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês
t3tat2gyocu274xvt3tat2kyhz7epqux,27.0,25-29,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,
t3pctcpas10lyh55bbnbt3pctjr3clb4,23.0,22-24,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês
t3d432lq7ai5zveait3d4313rnc7cvnu,27.0,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Aprovação em processos seletivos/entrevistas,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
t2iz6qisczx7medjfmku50kt2izc113a,19.0,17-21,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
t2ao9qsiatgvvg7t2ao9o6iib31dxvp0,31.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira",False,,,,Graduação/Bacharelado,Outras Engenharias,,,
t1valdwul9tft924gt1vagg3ug1k37jw,29.0,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
t1gwgfs13mm8v9en9w9il8t1gwgo7juu,43.0,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
t0zezn21zy4plmwt0zezypaftfosegdw,40.0,40-44,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 20.001/mês a R$ 25.000/mês
t0ruc61fvoh7d4q0kt5wp3t0ruc6h6h9,28.0,25-29,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês
t0qm6f8lwgy2yjt0qm6ne3h0lymrmuxk,27.0,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês
t0nuo2yms23yaq2gm4hkqmbzt0nuo2y3,34.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
t0l42qrwdkswhc7vr5it0l42qr4bo2y5,32.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,Santa Catarina (SC),SC,Sul,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,
t0j0tczsmovk1axlsbht0j0wxpsz8qy4,27.0,25-29,Masculino,Branca,Não,,,True,Santa Catarina (SC),SC,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 6.001/mês a R$ 8.000/mês
t0e0a1f2txiloy63t0e6suyci35mm2du,30.0,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho",True,Bahia (BA),BA,Nordeste,Mestrado,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês
t09n0msr0wc4uyth3k0wt09n0yv47t89,32.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
szx9iqln3ea4nrnszx9n3rs7ny5mcwb0,20.0,17-21,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Rio Grande do Sul (RS),RS,Sul,Não tenho graduação formal,,,,
sze2e062s99s0jsztmwh9zbf124fhw31,32.0,30-34,Masculino,Branca,Não,,,True,Santa Catarina (SC),SC,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer,Pleno,de R$ 20.001/mês a R$ 25.000/mês
szbg8he5jur0tng4uloszbg8heysfgik,28.0,25-29,Masculino,Branca,Não,,,True,Espírito Santo (ES),ES,Sudeste,Mestrado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 6.001/mês a R$ 8.000/mês
